职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
银行从业者（合伙人）,1.2-2万,西安,无需经验,本科,泰康人寿保险有限责任公司陕西西安城北营销服务部,保险,民营,500-1000人,五险一金;专业培训;绩效奖金,弹性工作,银行 金融
银行后台测试工程师,6千-1万,成都·武侯区,1年,本科,成都才梓科技有限公司,计算机软件,民营,未知,五险一金;交通补贴;餐饮补贴,计算机;java;数据库;linux;sql;基金;shell;weblogic;系统维护,银行
投资银行业务经理,1.5-2.5万,上海·徐汇区,3年及以上,本科,上海川禾电子商务有限公司,互联网/电子商务,民营,50-150人,五险一金;员工旅游;交通补贴;餐饮补贴;专业培训;绩效奖金;年终奖金;培训;带薪年假;带薪病假,弹性工作,
银行保险储备HWP（健康财富规划师),6千-1万,宁波·海曙区,3-5年,大专,泰康人寿保险有限责任公司宁波分公司,保险,民营,1000-5000人,培训;保险产品;保险销售;保险;业务提成,理赔;维护;续期;生日礼品,销售 客户服务 销售支持 寿险营销
人力资源管培生（银行）,6千-1万,烟台,无需经验,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),合资,5000-10000人,培训;五险一金;补充医疗保险;带薪年假;带薪病假;项目奖金;年终奖金;定期体检;通讯补贴,定期团建,
Java开发工程师（银行核心）,1.8-2.5万,济南·历城区,5年及以上,本科,北京高阳金信信息技术有限公司,计算机软件,已上市,500-1000人,培训;五险一金;定期体检;补充医疗保险,java;数据库;测试;mybatis;单元测试;核算;关系型数据库;建模,银行
投资银行业务,1.2-2万,上海·杨浦区,2年及以上,本科,上海川禾电子商务有限公司,互联网/电子商务,民营,50-150人,五险一金;员工旅游;交通补贴;餐饮补贴;专业培训;绩效奖金;年终奖金;培训;带薪年假;带薪病假,弹性工作,
测试工程师（银行项目/双休/13-14薪）,8千-1.4万·14薪,青岛·市南区,3年及以上,本科,青岛中瑞易和人力资源咨询服务有限公司,专业服务(咨询、人力资源、财会),民营,500-1000人,双休;项目奖金;绩效奖金,计算机;测试;信用证;测试逻辑;报文;保函;奖金;年度体检;早九晚六,银行
Power Platform开发-外企银行,1.2-1.6万,广州·天河区,1年及以上,本科,深圳市法本信息技术股份有限公司,计算机软件,国企,未知,,,
银行运钞车押运,4-6千,北京·大兴区,无需经验,,北京振远护卫有限公司,交通/运输/物流,国企,10000人以上,五险一金;专业培训;高温补贴;节日福利,月休4天;包三餐;包住宿;住房公积金,
银行接待餐项目经理（双休）,7-7千,珠海·香洲区,3年及以上,大专,佛山市银泰商务服务有限公司,外包服务,民营,500-1000人,商业保险,食品安全管理;员工饭堂管理;管理;运营;人员管理;事业单位;招待;安排班次;管理协调;全面运营管理,
银行保安工作轻松+购买五险一金,3.8-4千,东莞,无需经验,,东莞市高地人才资源开发有限公司,外包服务,民营,1000-5000人,餐补;年终奖;五险一金;高温补贴;下午茶;假日福利;购买五险;补贴,工作轻松;白班;节假日;法定节假;有休息,
安卓开发（银行+双休）,1.3-1.6万,上海,3年及以上,本科,深圳市法本信息技术股份有限公司,计算机软件,国企,未知,双休,计算机;java;需求分析;开发;代码编写;kotlin;应用性能;开发框架,银行 金融行业
持枪银行运钞车押运,4-6千,北京·大兴区,无需经验,,北京振远护卫有限公司,交通/运输/物流,国企,10000人以上,五险一金;专业培训;高温补贴;节日福利,月休4天;包三餐;包住宿;住房公积金,
社区银行保安,3-4千,武汉·武汉经济开发区,无需经验,高中,武汉国安保安服务有限公司,生活服务,民营,50-150人,专业培训;绩效奖金;五险;买社保;交社保;培训;带薪病假,包住;节假日休;包吃包住;安全;安保;监控,
数据开发工程师（双休/银行项目）,9千-1.4万·14薪,青岛·市南区,5年及以上,本科,青岛中瑞易和人力资源咨询服务有限公司,专业服务(咨询、人力资源、财会),民营,500-1000人,五险一金;绩效奖金;双休,计算机;oracle;数据库;项目管理;sqlserver;数学;数据开发;维度建模;统计学,银行
银行物业网点保洁（闵行）,3-4千,上海·闵行区,无需经验,初中及以下,上海浦中实业发展有限公司,物业管理/商业中心,外资（非欧美）,1000-5000人,周末双休;带薪年假;五险一金;节日福利;高温补贴;餐饮补贴;做五休二,保洁;清洁卫生;服务支持;垃圾清理,
银行押运员+八险三金+正式工+做三休一,6-7千·13薪,上海·黄浦区,无需经验,中技/中专,上海嘉瑞劳务派遣有限公司,物业管理/商业中心,民营,少于50人,五险一金;补充公积金;补充医疗保险;绩效奖金;定期体检,弹性工作;长白班;就近分配;无犯罪证明;1.7米以上;无纹身,
月入1W+国有银行分期审核岗正编待遇,7千-1.4万,石家庄·鹿泉区,无需经验,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,五险;工会福利;五险一金;双休;餐补;健康体检;提成,员工食堂;坐班;团建活动;底薪;法定节假;社团活动,
暖通值班员（园区银行大楼）,5-6万/年,苏州·苏州工业园区,5年及以上,中技/中专,新中物业管理（中国）有限公司苏州分公司,物业管理/商业中心,外资（非欧美）,150-500人,五险一金;年假,白班;高温费;十三薪;生日金,
银行厨工+薪资4500/月,4-5千,东莞·凤岗镇,无需经验,,东莞市高地人才资源开发有限公司,外包服务,民营,1000-5000人,高温补贴;年终奖金;五险一金;节日津贴;购买社保,洗碗;炒菜;洗菜;加班费;法定节假;公积金,
银行大堂助理（随州新居支行）,3-5千,随州,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,带薪年假;专业培训;缴纳五险;周末双休,推广;绑卡;定期团建;上六休一;职业晋升,电子银行 手机银行 网上银行
银行信用卡客服,6千-1.2万,贵阳,无需经验,大专,深圳万乘联合投资有限公司贵州分公司,互联网/电子商务,民营,50-150人,五险一金;绩效奖金;年终奖金;专业培训,信用卡客服,
招商银行商超驻点客户经理(信用卡方向),8千-1.5万,绵阳·涪城区,无需经验,大专,招商银行股份有限公司绵阳分行,银行,事业单位,1000-5000人,五险一金;交通补贴;员工旅游;年终奖金;通讯补贴;专业培训;定期体检;绩效奖金,,
暖通值班员（园区银行大楼）,5-6万/年,苏州·苏州工业园区,5年及以上,中技/中专,新中物业管理（中国）有限公司苏州分公司,物业管理/商业中心,外资（非欧美）,150-500人,五险一金;年假,白班;高温费;十三薪;生日金,
银行信用卡客服,6千-1.2万,贵阳,无需经验,大专,深圳万乘联合投资有限公司贵州分公司,互联网/电子商务,民营,50-150人,五险一金;绩效奖金;年终奖金;专业培训,信用卡客服,
国有银行信用卡分期专员,5-9千,成都,无需经验,大专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,带薪年假;节日福利;带薪培训;五险一金;专业培训;假日福利,无责底薪;上不封顶;无需外出;团队活动;交通便利,
某国有银行销售代表（南通可就近）,6千-1.2万,南通·崇川区,3年及以上,本科,江苏领航服务外包有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;双休;缴纳五险;餐补;五险一金,业务推广;信息采集;业务宣传,消费金融
国内外双上市银行贷款S1级客户经理月薪2万,1-2万,湖州·吴兴区,无需经验,大专,上海裕杰信息科技有限公司,金融/投资/证券,民营,150-500人,商业保险;带薪休假;下午茶;保险;午餐补贴;补贴,奖金;职业发展;发展空间;六险一金;大平台;六险;节假日,
银行电话销售专员,7千-1.2万,沈阳·和平区,无需经验,中技/中专,长沙惠邦网络科技有限公司辽宁分公司,银行,民营,5000-10000人,带薪年假;五险一金;双休;培训;绩效提成;公司福利,奖金;团建聚餐;底薪;无需外出;环境优美;生日会;满勤奖,
建设银行账单分期专员（五险一金+大小休）,5-9千,重庆·渝北区,无需经验,中技/中专,重庆勤通网络科技服务有限公司,银行,民营,150-500人,五险一金;假日福利;培训;购买五险;岗位补贴;带薪年假;专业培训,员工活动;津贴;节假日;大小休;晋升机会,
国有银行分期通客服,5-8千,成都·青羊区,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,带薪培训;专业培训;五险一金;提成,发展平台;内部晋升;公平公正;底薪;上不封顶;无需外出,
周末双休 银行后台 线上面试,8千-1.5万,成都,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,生日福利;五险一金;下午茶;周末双休;假日福利;提成,节假日;团建;工作简单,
建设银行电话客服岗/提供住宿,4-6千,南宁·良庆区,无需经验,高中,广西大棚轨道科技有限公司,生活服务,民营,50-150人,带薪年假;带薪培训;餐补;五险;年终奖金;专业培训;五险齐全,提供住宿;多劳多得;行政班;节假日;月休8天,
银行厨师+周末双休,5-6千,东莞·凤岗镇,无需经验,,东莞市高地人才资源开发有限公司,外包服务,民营,1000-5000人,年终奖金;高温补贴;周末双休;购买社保;节日津贴,菜品质量;厨房;包吃;节假日;午餐;加班费;法定节假;公积金,
银行押运员+八险三金+正式工+做三休一,6-7千·13薪,上海·黄浦区,无需经验,中技/中专,上海嘉瑞劳务派遣有限公司,物业管理/商业中心,民营,少于50人,五险一金;补充公积金;补充医疗保险;绩效奖金;定期体检,弹性工作;长白班;就近分配;无犯罪证明;1.7米以上;无纹身,
银行保安（急招）,3千及以下,上海·浦东新区,1年及以上,,上海英冕企业管理有限公司,物业管理/商业中心,民营,1000-5000人,,全职;保安上岗证,
银行押运员,7-9千·13薪,上海,无需经验,中技/中专,上海文赟人力资源（集团）有限公司,物业管理/商业中心,民营,少于50人,五险一金,八险三金;就近分配;国企单位;正式工;押运员,
银行客服专员,7千-1.3万,贵阳,无需经验,中技/中专,深圳万乘联合投资有限公司贵州分公司,互联网/电子商务,民营,50-150人,社保;下午茶;五险一金;补充公积金;专业培训;绩效奖金,团建聚餐;无责底薪,
银行贵金属销售,1.5-3万,深圳·南山区,无需经验,大专,深圳市金宇阳光文化发展有限公司,奢侈品/收藏品/工艺品/珠宝,民营,50-150人,节日福利;公司福利,法定假;八小时;晋升机会;法定假日;生日会;节假日,
建设银行外呼客服+六险一金,4-8千,重庆·渝北区,无需经验,中技/中专,重庆勤通网络科技服务有限公司,银行,民营,150-500人,节日福利;带薪年假;培训;提成,旅游;多劳多得;奖金;激励奖金;六险一金;节假日;内部晋升;底薪;团队奖金,
银行电话销售（成都五险一金保底5k）,5千-1万,成都,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,带薪年假;节日福利;餐补;带薪培训;五险一金;不加班;假日福利,无责底薪;上不封顶;法定节假;团队活动;交通便利,
小微贷款事业部-宜兴小微客户经理,8千-1.5万,无锡·宜兴市,无需经验,本科,江苏江南农村商业银行股份有限公司,银行,国企,1000-5000人,五险一金;节日福利;餐饮补贴;通讯补贴;交通补贴,信贷;客户拓展;贷后管理,营销
银行司机/驾驶员（中银消费）,5-6千·13薪,上海·黄浦区,3-4年,高中,上海浦中实业发展有限公司,物业管理/商业中心,外资（非欧美）,1000-5000人,五险一金;员工旅游;专业培训;餐饮补贴;绩效奖金;定期体检,弹性工作;驾驶;交通法规;上下班接送,
银行后台坐班8500/接受无经验,7-9千,成都·青羊区,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,五险一金;带薪培训;下午茶;福利多多,坐班;定期团建;无责底薪;早九晚六;节假日;报销路费;法定节假;行政班,
招商银行中控员,3.7-4.2千,武汉·江汉区,无需经验,大专,武汉市融威押运保安服务有限公司,生活服务,国企,1000-5000人,,工作餐;白班;办公软件;数据统计;信息录入;报表整理;服务支持;中控系统,
小微贷款事业部-宜兴小微客户经理,8千-1.5万,无锡·宜兴市,无需经验,本科,江苏江南农村商业银行股份有限公司,银行,国企,1000-5000人,五险一金;节日福利;餐饮补贴;通讯补贴;交通补贴,信贷;客户拓展;贷后管理,营销
