职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
私人财富顾问/经理,7.5千-1.5万,福州,3年及以上,本科,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;专业培训;定期体检;餐饮补贴,证券从业资格;服务;投教;基金从业资格;考核,金融 金融行业 金融理财
重庆分公司-财富客户部-客户经理,6千-1.2万,重庆,1年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,期货从业资格,
投资经理（二级市场）,1.5-2.5万,深圳·福田区,5年及以上,本科,前海股交投资控股（深圳）有限公司,金融/投资/证券,国企,50-150人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检;节日福利;员工宿舍,,
产业高级经理,8千-1万,重庆·渝北区,3-4年,本科,新湖期货股份有限公司重庆营业部,金融/投资/证券,民营,未知,五险一金;绩效奖金;专业培训;周末双休;带薪年假,业务员;业务经理,销售
私人财富顾问/经理,7.5千-1.5万,大连·沙河口区,3年及以上,本科,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;专业培训;定期体检;餐饮补贴,证券从业资格;服务;投教;基金从业资格;考核,金融 金融行业 金融理财
上海嘉定支行理财经理岗,1-1.5万,上海,1年及以上,本科,浙江民泰商业银行股份有限公司上海分行,银行,民营,5000-10000人,定期体检;带薪年假;餐饮补贴,数据库;基金;保险;资产配置方案;理财,销售 银行 财富管理 投资建议 金融理财
大类资产配置/FOF投资经理,2-3万,上海·浦东新区,3年及以上,本科,徽商期货有限责任公司,金融/投资/证券,国企,150-500人,,,
投资经理（投资交易总部）,1.5-2.5万,北京·东城区,3年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;资产配置;交易指令;信用风险;市场环境;专业分析,投资策略 投资计划 优化投资组合 控制投资风险
法务总监/经理（投融资）,2.5-3.5万·15薪,深圳·南山区,5-10年,本科,香江集团,多元化业务集团公司,民营,10000人以上,五险一金;免费班车;年终奖金,管理;基金;互联网;ai;投后管理;法学,金融 私募基金 投资 股权投资
综合金融客户经理（可兼职 弹性工作制）,2.5-4.5万·18薪,北京·石景山区,1年,大专,中国平安人寿保险股份有限公司北京分公司,金融/投资/证券,国企,10000人以上,绩效奖金;年终奖金;补充医疗保险;弹性工作;定期体检,家族传承;理财;资产配置;股票;基金,银行 证券 营销
投资经理（投资交易总部）,1.5-2.5万,深圳·福田区,3年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;资产配置;交易指令;信用风险;市场环境;专业分析,投资策略 投资计划 优化投资组合 控制投资风险
分公司业务副总经理,3-6万,成都·武侯区,3-4年,本科,长江证券股份有限公司四川分公司,金融/投资/证券,已上市,500-1000人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检,,
能源化工事业部-资深产业业务经理G00925,1-2万,深圳,3-4年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,,
广州分行贵宾理财经理,2.5-2.9万,广州·天河区,2年及以上,本科,平安银行股份有限公司广州分行,金融/投资/证券,已上市,1000-5000人,定期体检;五险一金;节日福利;带薪年假,理财,银行
证券机构业务岗,1.8-3.6万,上海·杨浦区,3年及以上,本科,中国银河证券股份有限公司上海世界路证券营业部,金融/投资/证券,国企,5000-10000人,五险一金;绩效奖金;定期体检;年终奖金;专业培训;带薪年假;补充公积金;周末双休;做五休二,,
渠道经理岗-国有理财公司,15-25万/年,青岛·崂山区,3年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,,办公软件;数据分析;谈判;经济;拜访客户;理财产品;渠道管理;薪资面议,市场营销 金融 销售流程
浙江分公司-机构客户部-业务经理G00133,7.5千-1.5万,杭州,3-4年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保;互联网;房地产;电脑,
储备渠道经理,4-8千,上海·长宁区,无需经验,本科,招商证券股份有限公司上海娄山关路证券营业部,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;专业培训;年终奖金;定期体检;补充公积金;做五休二,基金;理财;期货;股票,证券
中南分公司-财富客户部-理财经理G00159,8千-1.5万,武汉,2年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
资深证券交易员,1-2万,南京·浦口区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训,经济;法律;风险控制;交易系统;交易计划;分析行情;账户交易;股票操盘手,金融 证券交易
期权策略研究,1.5-3万·13薪,上海,3年及以上,本科,上海澎博财经资讯有限公司,计算机软件,民营,150-500人,员工培训,期权;策略编写;职业发展,
期货公司分析师,2-3.5万,上海·虹口区,5年及以上,本科,天鸿期货经纪有限公司,金融/投资/证券,民营,50-150人,入职培训;缴纳五险,期货从业资格;市场分析;直播;期货市场;期货交易;业务开发;无责底薪,金融行业 投资咨询资格
研究所-金融与量化研究部-FOF配置研究岗G01355,1.5-3万,上海·浦东新区,2年及以上,硕士,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利;补充公积金;补充企业年金;专业培训,,
资深证券交易员,1-2万,成都·锦江区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训,经济;法律;风险控制;交易系统;交易计划;分析行情;账户交易;股票操盘手,金融 证券交易
合规风控经理,1-1.5万,吉安,无需经验,本科,吉安市聚才职业技能培训学校有限责任公司,专业服务(咨询、人力资源、财会),国企,少于50人,五险一金;年终奖金;绩效奖金;专业培训,财务;审计;会计;财务管理;会计学;法律;经济学;法学,金融 投资
投资分析师,15-20万/年,宁波·高新区,2年及以上,本科,宁波电子信息集团有限公司,多元化业务集团公司,民营,500-1000人,周末双休;带薪年假;五险一金;节日福利;交通补贴;餐饮补贴;通讯补贴;高温补贴;定期体检;员工旅游,,
福建分公司-客户经理G01088,7.5千-1.5万,福州,2年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利;补充公积金;补充企业年金;专业培训,,
固定收益客需部 销售交易岗,1.5-1.8万,上海·浦东新区,3年及以上,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,,保险,
FOF研究员,1-1.5万·13薪,广州·番禺区,1年及以上,硕士,广东奶酪投资基金股份有限公司,物业管理/商业中心,民营,少于50人,五险一金;绩效奖金,,
货币市场交易员,2-4万·14薪,上海,3-5年,本科,中国信托商业银行股份有限公司上海分行,银行,外资（非欧美）,50-150人,五险一金;专业培训;定期体检;年终奖金;员工旅游;周末双休;带薪年假,经济;流动性管理;外汇市场;货币,金融
广东分公司-副总经理G00330,1.5-3万,广州,5-7年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
交易经理,8千-1.6万,,2年及以上,本科,天津亿鸣咨询有限公司,金融/投资/证券,民营,少于50人,五险一金;年终奖金;弹性工作;员工旅游,期货交易;期货;商品期货;股指期货,
股指期货研究员,1-1.5万,上海·浦东新区,2年,硕士,恒泰期货股份有限公司,金融/投资/证券,国企,50-150人,五险一金;定期体检;餐饮补贴;年终奖金;专业培训;节日慰问,股指期货;期货研究,金融期货 宏观研究
投资经理,1-1.5万,苏州·苏州工业园区,1年及以上,大专,汇赢商业管理（苏州）有限公司,物业管理/商业中心,民营,少于50人,五险一金;带薪年假;节日福利,团队团建,
经发管委-财富管理部-产品经理（经营分析方向）G01305,1.3-2.5万,上海·浦东新区,2年及以上,硕士,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;补充公积金;补充企业年金;专业培训,,
股票/期货操盘手,8千-1.5万,,2年及以上,本科,天津亿鸣咨询有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金;弹性工作;五险一金,期货交易;商品期货;股指期货;期货,
金融期货分析师,1-2万,上海·虹口区,2年及以上,本科,天鸿期货经纪有限公司,金融/投资/证券,民营,50-150人,培训支持;五险一金,期货从业资格;市场分析;直播;讲师;期货公司;期货交易;业务开发,金融 投资咨询资格
宏观经济分析师（金融投资课程方向）,1-2万,上海·徐汇区,1年及以上,本科,上海正善合文化传播发展有限公司,教育/培训/院校,民营,少于50人,,,
新股研究员,1.2-1.8万,上海·黄浦区,2年及以上,本科,上海玖石股权投资管理有限公司,金融/投资/证券,民营,少于50人,五险一金;员工旅游;专业培训;绩效奖金;年终奖金;定期体检,数据分析;经济,金融
资深证券交易员,1-2万,成都·锦江区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;专业培训,经济;法律;风险控制;交易系统;交易计划;分析行情;账户交易;股票操盘手,金融 证券交易
基金业务交易员(J13589),2-4万,上海·浦东新区,3年及以上,硕士,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;补充医疗保险;通讯补贴,交易员;高频,量化交易
金融投资分析顾问,8千-1.6万,西安,无需经验,本科,正利（西安）投资有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金;专业培训,数据分析;交易策略;风险评估;市场趋势;交易流程,投资计划 金融交易 金融市场
证券私募基金交易员,8千-1.2万,广州,2年及以上,本科,广东奶酪投资基金股份有限公司,物业管理/商业中心,民营,少于50人,五险一金;绩效奖金,,
股票研究员,1.5-2万,深圳·光明区,5年及以上,本科,深圳市汉清达科技有限公司,多元化业务集团公司,民营,1000-5000人,五险一金;专业培训;绩效奖金,社会保险;员工聚会;员工生日会;大小周,
广东分公司-副总经理G00330,1.5-3万,广州,5-7年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
金融产品销售经理,8千-1.5万,杭州·上城区,1年及以上,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训;年终奖金,维护老客户;挪储;开发保单;管理;理财产品;理财计划方案;家庭财务,金融 销售
FOF研究员,1-1.5万·13薪,广州·番禺区,1年及以上,硕士,广东奶酪投资基金股份有限公司,物业管理/商业中心,民营,少于50人,五险一金;绩效奖金,,
期货投研经理,1-2万,深圳·南山区,3-5年,本科,道道全粮油股份有限公司,快速消费品(食品、饮料、化妆品),已上市,1000-5000人,五险一金;周末双休;带薪年假;通讯补贴;出差补贴;员工食堂;定期体检;绩效奖金,期货;劳保费,
广东分公司-机构客户部-客户经理,7.5千-1.5万,广州,1年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,,
